Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
110378,127408,Once a week,For mental alertness,Other,No,Neutral,Effective,No,2,Unfamiliar with the brand,CodeX,Taste/flavor preference,Reduced sugar content,Vitamins,No,Not Sure,Online ads,Compact and portable cans,Yes,50-99,Other,Sports/exercise
110388,127418,Once a week,To stay awake during work/study,To boost performance,Yes,Neutral,Not sure,Yes,2,Unfamiliar with the brand,CodeX,Taste/flavor preference,Wider range of flavors,Vitamins,No,Yes,TV commercials,Compact and portable cans,No,Above 150,Gyms and fitness centers,Sports/exercise
110389,127419,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Not sure,No,3,Other,CodeX,Effectiveness,Other,Sugar,Yes,Not Sure,TV commercials,Innovative bottle design,Yes,Below 50,Gyms and fitness centers,Studying/working late
110395,127425,Rarely,Throughout the day,To enhance sports performance,No,Neutral,Not sure,No,4,Other,CodeX,Taste/flavor preference,Wider range of flavors,Vitamins,No,Not Sure,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
110405,127435,Daily,To stay awake during work/study,To combat fatigue,Yes,Negative,Effective,No,5,Health concerns,CodeX,Brand reputation,Reduced sugar content,Vitamins,Yes,No,TV commercials,Compact and portable cans,Yes,Above 150,Online retailers,Social outings/parties
110413,127443,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Neutral,Healthy,No,4,Other,CodeX,Other,More natural ingredients,Sugar,No,Yes,Other,Compact and portable cans,Yes,Below 50,Gyms and fitness centers,Sports/exercise
110417,127447,Daily,Before exercise,Increased energy and focus,No,Positive,Effective,No,1,Not available locally,CodeX,Availability,More natural ingredients,Caffeine,Yes,Not Sure,Other,Collectible packaging,Not Sure,Below 50,Supermarkets,Studying/working late
110421,127451,Daily,To stay awake during work/study,To boost performance,No,Neutral,Dangerous,Yes,2,Health concerns,CodeX,Other,Reduced sugar content,Caffeine,Yes,Yes,Other,Compact and portable cans,Yes,Above 150,Supermarkets,Studying/working late
110432,127462,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Neutral,Healthy,No,4,Not available locally,CodeX,Effectiveness,Wider range of flavors,Sugar,No,Yes,TV commercials,Innovative bottle design,No,100-150,Online retailers,Studying/working late
110455,127485,2-3 times a week,To stay awake during work/study,To boost performance,No,Negative,Dangerous,Yes,4,Unfamiliar with the brand,CodeX,Availability,Reduced sugar content,Caffeine,Yes,Not Sure,Other,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
110461,127491,2-3 times a week,Before exercise,To boost performance,Yes,Neutral,Effective,Yes,4,Health concerns,CodeX,Other,Wider range of flavors,Caffeine,Yes,No,Online ads,Compact and portable cans,No,Above 150,Gyms and fitness centers,Driving/commuting
110463,127493,Daily,Before exercise,Other,Yes,Negative,Not sure,Yes,4,Unfamiliar with the brand,CodeX,Effectiveness,Reduced sugar content,Sugar,Yes,Yes,Online ads,Compact and portable cans,No,Above 150,Local stores,Sports/exercise
110469,127499,Rarely,Before exercise,To enhance sports performance,Yes,Positive,Not sure,No,3,Not available locally,CodeX,Availability,Healthier alternatives,Caffeine,Yes,Yes,Other,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
110480,127510,Rarely,Throughout the day,To combat fatigue,No,Neutral,Not sure,Yes,5,Not interested in energy drinks,CodeX,Effectiveness,More natural ingredients,Caffeine,No,Yes,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
110496,127526,Rarely,Throughout the day,Increased energy and focus,No,Neutral,Effective,Yes,5,Unfamiliar with the brand,CodeX,Other,Healthier alternatives,Caffeine,No,No,Online ads,Innovative bottle design,Not Sure,50-99,Local stores,Social outings/parties
110510,127540,Rarely,Before exercise,Increased energy and focus,Yes,Positive,Healthy,No,4,Unfamiliar with the brand,CodeX,Taste/flavor preference,Healthier alternatives,Caffeine,No,Yes,Online ads,Innovative bottle design,Yes,Below 50,Gyms and fitness centers,Sports/exercise
110511,127541,Once a week,Before exercise,To boost performance,No,Neutral,Healthy,Yes,3,Health concerns,CodeX,Taste/flavor preference,Healthier alternatives,Sugar,Yes,No,Online ads,Innovative bottle design,Yes,50-99,Online retailers,Studying/working late
110519,127549,Rarely,Before exercise,Increased energy and focus,No,Neutral,Healthy,Yes,5,Health concerns,CodeX,Availability,More natural ingredients,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,Yes,50-99,Online retailers,Studying/working late
110539,127569,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Healthy,Yes,3,Not available locally,CodeX,Brand reputation,Reduced sugar content,Guarana,Yes,Yes,Online ads,Eco-friendly design,Yes,50-99,Online retailers,Other
110543,127573,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,Yes,5,Not available locally,CodeX,Other,Healthier alternatives,Sugar,No,No,Online ads,Innovative bottle design,Yes,Below 50,Local stores,Sports/exercise
110575,127605,2-3 times a week,For mental alertness,To enhance sports performance,Yes,Neutral,Dangerous,No,2,Not interested in energy drinks,CodeX,Effectiveness,Reduced sugar content,Guarana,Yes,Yes,Other,Collectible packaging,Yes,50-99,Online retailers,Sports/exercise
110593,127623,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Effective,Yes,3,Not interested in energy drinks,CodeX,Brand reputation,Reduced sugar content,Caffeine,No,No,Online ads,Collectible packaging,Yes,100-150,Local stores,Studying/working late
110595,127625,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,No,3,Not interested in energy drinks,CodeX,Other,Healthier alternatives,Sugar,Yes,Not Sure,Outdoor billboards,Eco-friendly design,No,50-99,Supermarkets,Studying/working late
110604,127634,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Effective,Yes,4,Health concerns,CodeX,Availability,Reduced sugar content,Caffeine,Yes,Yes,Outdoor billboards,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
110607,127637,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Negative,Effective,No,4,Unfamiliar with the brand,CodeX,Brand reputation,Reduced sugar content,Vitamins,No,Yes,Print media,Compact and portable cans,No,100-150,Local stores,Sports/exercise
110608,127638,2-3 times a month,Before exercise,To boost performance,No,Neutral,Not sure,Yes,5,Unfamiliar with the brand,CodeX,Other,Reduced sugar content,Vitamins,No,No,Online ads,Eco-friendly design,No,Above 150,Supermarkets,Sports/exercise
110612,127642,2-3 times a week,To stay awake during work/study,Other,No,Neutral,Healthy,No,3,Not interested in energy drinks,CodeX,Brand reputation,Reduced sugar content,Guarana,No,No,Online ads,Compact and portable cans,Yes,Above 150,Gyms and fitness centers,Sports/exercise
110613,127643,Daily,Throughout the day,Increased energy and focus,No,Positive,Effective,No,2,Other,CodeX,Brand reputation,Reduced sugar content,Vitamins,No,Yes,Outdoor billboards,Innovative bottle design,No,50-99,Supermarkets,Studying/working late
110623,127653,Rarely,For mental alertness,To combat fatigue,Yes,Neutral,Dangerous,No,3,Not interested in energy drinks,CodeX,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Yes,Outdoor billboards,Collectible packaging,Not Sure,100-150,Supermarkets,Other
110624,127654,2-3 times a week,Before exercise,Other,Yes,Negative,Healthy,Yes,3,Not available locally,CodeX,Availability,Reduced sugar content,Vitamins,No,Not Sure,Outdoor billboards,Collectible packaging,Yes,100-150,Supermarkets,Sports/exercise
110637,127667,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,No,2,Not available locally,CodeX,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Yes,Print media,Eco-friendly design,Yes,50-99,Other,Sports/exercise
110643,127673,Rarely,Throughout the day,To combat fatigue,Yes,Positive,Effective,No,4,Unfamiliar with the brand,CodeX,Other,More natural ingredients,Guarana,No,Yes,Online ads,Innovative bottle design,No,50-99,Supermarkets,Studying/working late
110655,127685,2-3 times a week,Before exercise,Other,Yes,Neutral,Effective,No,5,Health concerns,CodeX,Effectiveness,More natural ingredients,Sugar,No,Yes,TV commercials,Innovative bottle design,Not Sure,100-150,Supermarkets,Other
110660,127690,Rarely,For mental alertness,To combat fatigue,No,Neutral,Healthy,No,2,Health concerns,CodeX,Other,Healthier alternatives,Guarana,Yes,Not Sure,TV commercials,Innovative bottle design,Yes,Below 50,Online retailers,Sports/exercise
110664,127694,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,No,5,Not available locally,CodeX,Brand reputation,Reduced sugar content,Sugar,Yes,No,Online ads,Collectible packaging,Yes,50-99,Gyms and fitness centers,Studying/working late
110667,127697,2-3 times a month,Before exercise,Increased energy and focus,No,Negative,Effective,No,3,Health concerns,CodeX,Effectiveness,Wider range of flavors,Vitamins,Yes,Yes,Print media,Collectible packaging,Not Sure,Below 50,Local stores,Sports/exercise
110669,127699,Daily,To stay awake during work/study,To boost performance,No,Positive,Not sure,No,5,Health concerns,CodeX,Availability,Reduced sugar content,Caffeine,No,No,Print media,Collectible packaging,Not Sure,100-150,Local stores,Sports/exercise
110672,127702,Daily,Before exercise,Increased energy and focus,No,Negative,Not sure,Yes,4,Unfamiliar with the brand,CodeX,Brand reputation,Wider range of flavors,Caffeine,No,Yes,TV commercials,Compact and portable cans,Not Sure,100-150,Gyms and fitness centers,Studying/working late
110691,127721,Once a week,To stay awake during work/study,To combat fatigue,Yes,Positive,Healthy,Yes,1,Unfamiliar with the brand,CodeX,Effectiveness,Other,Sugar,No,Yes,Online ads,Compact and portable cans,No,50-99,Other,Studying/working late
110692,127722,Once a week,Before exercise,To enhance sports performance,No,Neutral,Healthy,No,4,Not interested in energy drinks,CodeX,Brand reputation,Other,Vitamins,No,Yes,Online ads,Innovative bottle design,Not Sure,Below 50,Online retailers,Social outings/parties
110713,127743,Once a week,For mental alertness,To combat fatigue,No,Neutral,Not sure,Yes,5,Not available locally,CodeX,Other,Reduced sugar content,Guarana,Yes,No,Other,Innovative bottle design,Yes,50-99,Online retailers,Sports/exercise
110717,127747,2-3 times a week,For mental alertness,To combat fatigue,No,Positive,Dangerous,Yes,1,Other,CodeX,Effectiveness,Wider range of flavors,Caffeine,Yes,Yes,Outdoor billboards,Innovative bottle design,Yes,100-150,Local stores,Other
110723,127753,Rarely,For mental alertness,To combat fatigue,No,Neutral,Dangerous,No,1,Not available locally,CodeX,Other,Wider range of flavors,Vitamins,Yes,Yes,TV commercials,Collectible packaging,Yes,50-99,Supermarkets,Studying/working late
110734,127764,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Positive,Not sure,Yes,3,Health concerns,CodeX,Other,Reduced sugar content,Vitamins,Yes,No,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
110740,127770,Once a week,For mental alertness,Increased energy and focus,Yes,Neutral,Dangerous,Yes,1,Unfamiliar with the brand,CodeX,Effectiveness,Healthier alternatives,Sugar,Yes,No,TV commercials,Collectible packaging,No,50-99,Supermarkets,Studying/working late
110742,127772,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,No,3,Not interested in energy drinks,CodeX,Brand reputation,Reduced sugar content,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,Not Sure,100-150,Supermarkets,Sports/exercise
110743,127773,2-3 times a week,Before exercise,Other,No,Negative,Effective,Yes,2,Not interested in energy drinks,CodeX,Taste/flavor preference,Healthier alternatives,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Online retailers,Driving/commuting
110772,127802,Once a week,To stay awake during work/study,Other,No,Neutral,Healthy,Yes,3,Not interested in energy drinks,CodeX,Effectiveness,Reduced sugar content,Vitamins,No,No,Online ads,Eco-friendly design,No,100-150,Online retailers,Sports/exercise
110778,127808,Daily,Before exercise,Other,Yes,Neutral,Dangerous,Yes,1,Not interested in energy drinks,CodeX,Brand reputation,Reduced sugar content,Vitamins,No,Yes,Online ads,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Social outings/parties
110781,127811,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Healthy,No,4,Not interested in energy drinks,CodeX,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Not Sure,Online ads,Compact and portable cans,Yes,Above 150,Online retailers,Sports/exercise
110792,127822,Once a week,To stay awake during work/study,To enhance sports performance,Yes,Positive,Healthy,Yes,3,Other,CodeX,Effectiveness,Reduced sugar content,Caffeine,Yes,Yes,Other,Innovative bottle design,No,Above 150,Supermarkets,Studying/working late
110806,127836,Rarely,Before exercise,To boost performance,Yes,Negative,Not sure,Yes,1,Not available locally,CodeX,Brand reputation,Reduced sugar content,Caffeine,Yes,No,Online ads,Innovative bottle design,No,Above 150,Other,Sports/exercise
110807,127837,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,No,2,Not interested in energy drinks,CodeX,Brand reputation,Wider range of flavors,Vitamins,Yes,No,TV commercials,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late
110827,127857,Once a week,Before exercise,To enhance sports performance,Yes,Positive,Effective,Yes,3,Unfamiliar with the brand,CodeX,Other,Reduced sugar content,Caffeine,No,Yes,Other,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Social outings/parties
110847,127877,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,No,3,Unfamiliar with the brand,CodeX,Effectiveness,Reduced sugar content,Caffeine,No,Not Sure,Online ads,Eco-friendly design,Yes,50-99,Online retailers,Sports/exercise
110848,127878,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,Yes,5,Not available locally,CodeX,Availability,Reduced sugar content,Vitamins,Yes,No,Online ads,Other,Yes,50-99,Supermarkets,Studying/working late
110852,127882,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Neutral,Healthy,No,4,Unfamiliar with the brand,CodeX,Other,Wider range of flavors,Caffeine,Yes,No,Print media,Compact and portable cans,Not Sure,100-150,Supermarkets,Sports/exercise
110861,127891,Rarely,For mental alertness,Increased energy and focus,Yes,Neutral,Effective,Yes,5,Health concerns,CodeX,Other,More natural ingredients,Caffeine,Yes,No,Outdoor billboards,Compact and portable cans,Yes,100-150,Local stores,Other
110899,127929,Rarely,Before exercise,To boost performance,Yes,Positive,Dangerous,Yes,4,Health concerns,CodeX,Brand reputation,Reduced sugar content,Sugar,No,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Sports/exercise
110911,127941,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,Yes,3,Not interested in energy drinks,CodeX,Other,Other,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,Below 50,Supermarkets,Social outings/parties
110918,127948,2-3 times a month,Throughout the day,Increased energy and focus,Yes,Neutral,Effective,Yes,4,Not interested in energy drinks,CodeX,Other,Wider range of flavors,Sugar,No,Yes,Online ads,Collectible packaging,Yes,Above 150,Supermarkets,Studying/working late
110929,127959,Rarely,To stay awake during work/study,Increased energy and focus,No,Positive,Not sure,No,2,Other,CodeX,Taste/flavor preference,Healthier alternatives,Sugar,Yes,No,Other,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
110960,127990,Rarely,To stay awake during work/study,To combat fatigue,Yes,Neutral,Dangerous,No,5,Health concerns,CodeX,Effectiveness,Other,Guarana,No,Yes,TV commercials,Innovative bottle design,No,Above 150,Supermarkets,Studying/working late
110961,127991,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Effective,Yes,3,Not available locally,CodeX,Taste/flavor preference,Reduced sugar content,Guarana,Yes,No,TV commercials,Compact and portable cans,Yes,100-150,Local stores,Sports/exercise
110968,127998,2-3 times a week,Throughout the day,To combat fatigue,No,Positive,Not sure,No,2,Not interested in energy drinks,CodeX,Availability,Healthier alternatives,Sugar,Yes,No,Online ads,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Sports/exercise
110969,127999,Rarely,For mental alertness,To enhance sports performance,No,Neutral,Effective,Yes,4,Other,CodeX,Brand reputation,More natural ingredients,Caffeine,No,No,Other,Other,No,100-150,Supermarkets,Studying/working late
110982,128012,Once a week,Before exercise,To combat fatigue,Yes,Neutral,Effective,Yes,3,Not available locally,CodeX,Effectiveness,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Online retailers,Studying/working late
110988,128018,Once a week,Before exercise,Increased energy and focus,Yes,Neutral,Dangerous,Yes,1,Not interested in energy drinks,CodeX,Availability,Reduced sugar content,Vitamins,No,Yes,Print media,Compact and portable cans,Not Sure,100-150,Supermarkets,Studying/working late
111002,128032,2-3 times a week,Before exercise,Other,No,Neutral,Healthy,Yes,4,Health concerns,CodeX,Effectiveness,Healthier alternatives,Sugar,Yes,Yes,Online ads,Other,Not Sure,100-150,Online retailers,Sports/exercise
111013,128043,2-3 times a week,Before exercise,To boost performance,Yes,Negative,Effective,No,4,Other,CodeX,Brand reputation,Wider range of flavors,Sugar,Yes,No,Online ads,Other,No,50-99,Online retailers,Sports/exercise
111014,128044,2-3 times a week,Before exercise,Other,No,Negative,Effective,Yes,5,Other,CodeX,Other,Other,Guarana,No,Yes,Online ads,Compact and portable cans,No,50-99,Gyms and fitness centers,Sports/exercise
111026,128056,2-3 times a month,Before exercise,To boost performance,Yes,Neutral,Healthy,Yes,2,Other,CodeX,Availability,More natural ingredients,Sugar,Yes,Yes,TV commercials,Innovative bottle design,Yes,50-99,Local stores,Studying/working late
111047,128077,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Positive,Effective,No,4,Not interested in energy drinks,CodeX,Brand reputation,More natural ingredients,Caffeine,No,No,TV commercials,Compact and portable cans,Not Sure,100-150,Gyms and fitness centers,Studying/working late
111060,128090,Once a week,For mental alertness,To combat fatigue,Yes,Neutral,Dangerous,Yes,4,Not available locally,CodeX,Other,Wider range of flavors,Vitamins,Yes,Not Sure,Outdoor billboards,Innovative bottle design,No,100-150,Other,Studying/working late
111064,128094,2-3 times a month,To stay awake during work/study,To combat fatigue,No,Neutral,Dangerous,Yes,1,Not available locally,CodeX,Availability,Wider range of flavors,Guarana,Yes,Yes,Outdoor billboards,Innovative bottle design,No,100-150,Other,Sports/exercise
111070,128100,2-3 times a week,Throughout the day,Other,Yes,Neutral,Not sure,Yes,1,Not available locally,CodeX,Other,Wider range of flavors,Vitamins,No,Yes,Online ads,Innovative bottle design,Yes,100-150,Gyms and fitness centers,Sports/exercise
111072,128102,Rarely,Throughout the day,Other,No,Neutral,Healthy,Yes,2,Health concerns,CodeX,Effectiveness,Other,Caffeine,No,Yes,Online ads,Compact and portable cans,Yes,Below 50,Online retailers,Sports/exercise
111077,128107,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Negative,Effective,No,3,Unfamiliar with the brand,CodeX,Brand reputation,More natural ingredients,Sugar,No,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Sports/exercise
111081,128111,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Positive,Dangerous,Yes,2,Unfamiliar with the brand,CodeX,Effectiveness,Healthier alternatives,Caffeine,Yes,Yes,Outdoor billboards,Innovative bottle design,Yes,Above 150,Online retailers,Other
111090,128120,2-3 times a week,Throughout the day,To combat fatigue,No,Negative,Effective,Yes,2,Health concerns,CodeX,Other,Wider range of flavors,Sugar,Yes,No,TV commercials,Innovative bottle design,No,Above 150,Online retailers,Sports/exercise
111092,128122,2-3 times a month,Before exercise,Increased energy and focus,No,Neutral,Healthy,Yes,3,Not available locally,CodeX,Taste/flavor preference,Other,Sugar,Yes,Yes,Outdoor billboards,Collectible packaging,No,50-99,Local stores,Sports/exercise
111100,128130,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Effective,Yes,3,Health concerns,CodeX,Other,Reduced sugar content,Caffeine,No,Yes,Online ads,Compact and portable cans,Not Sure,Below 50,Online retailers,Sports/exercise
111106,128136,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,No,3,Unfamiliar with the brand,CodeX,Brand reputation,Reduced sugar content,Sugar,No,Not Sure,Outdoor billboards,Compact and portable cans,Yes,Below 50,Supermarkets,Studying/working late
111130,128160,2-3 times a month,For mental alertness,To boost performance,Yes,Neutral,Effective,Yes,4,Health concerns,CodeX,Effectiveness,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late
111131,128161,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Healthy,No,2,Not interested in energy drinks,CodeX,Other,More natural ingredients,Guarana,No,Yes,Print media,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
111141,128171,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Healthy,Yes,4,Unfamiliar with the brand,CodeX,Other,More natural ingredients,Vitamins,Yes,Not Sure,Other,Collectible packaging,No,100-150,Supermarkets,Studying/working late
111143,128173,Once a week,For mental alertness,To enhance sports performance,Yes,Neutral,Dangerous,No,3,Not available locally,CodeX,Availability,Reduced sugar content,Caffeine,No,No,Other,Collectible packaging,No,100-150,Gyms and fitness centers,Sports/exercise
111146,128176,Rarely,For mental alertness,Increased energy and focus,Yes,Negative,Healthy,Yes,2,Health concerns,CodeX,Availability,Healthier alternatives,Vitamins,Yes,Yes,TV commercials,Innovative bottle design,Not Sure,100-150,Supermarkets,Sports/exercise
111148,128178,Daily,Before exercise,Increased energy and focus,No,Neutral,Healthy,Yes,4,Health concerns,CodeX,Brand reputation,Other,Vitamins,No,No,Outdoor billboards,Innovative bottle design,No,100-150,Other,Social outings/parties
111157,128187,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Dangerous,No,1,Other,CodeX,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Yes,Other,Compact and portable cans,Not Sure,50-99,Supermarkets,Studying/working late
111165,128195,Once a week,Throughout the day,Increased energy and focus,Yes,Negative,Effective,No,1,Health concerns,CodeX,Other,More natural ingredients,Vitamins,Yes,No,TV commercials,Innovative bottle design,Yes,100-150,Online retailers,Social outings/parties
111170,128200,Rarely,Before exercise,Other,No,Positive,Effective,Yes,4,Not interested in energy drinks,CodeX,Other,Wider range of flavors,Caffeine,No,Yes,Online ads,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
111172,128202,2-3 times a month,For mental alertness,Increased energy and focus,Yes,Neutral,Healthy,No,5,Not interested in energy drinks,CodeX,Availability,Wider range of flavors,Caffeine,Yes,No,Online ads,Innovative bottle design,No,50-99,Gyms and fitness centers,Sports/exercise
111181,128211,Daily,To stay awake during work/study,To combat fatigue,No,Neutral,Dangerous,No,2,Health concerns,CodeX,Brand reputation,Reduced sugar content,Guarana,No,No,Print media,Compact and portable cans,Not Sure,Below 50,Gyms and fitness centers,Sports/exercise
111185,128215,2-3 times a week,To stay awake during work/study,To boost performance,Yes,Neutral,Effective,No,1,Not interested in energy drinks,CodeX,Taste/flavor preference,Other,Guarana,Yes,Not Sure,Online ads,Collectible packaging,No,100-150,Online retailers,Sports/exercise
111195,128225,2-3 times a month,Throughout the day,To enhance sports performance,Yes,Positive,Dangerous,No,4,Not interested in energy drinks,CodeX,Taste/flavor preference,Other,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Other
111197,128227,Rarely,Before exercise,To enhance sports performance,No,Positive,Effective,No,3,Not interested in energy drinks,CodeX,Brand reputation,Healthier alternatives,Guarana,Yes,No,TV commercials,Innovative bottle design,No,Below 50,Supermarkets,Sports/exercise
111199,128229,2-3 times a week,Throughout the day,Other,No,Neutral,Effective,Yes,4,Not available locally,CodeX,Taste/flavor preference,More natural ingredients,Sugar,Yes,No,Print media,Collectible packaging,Yes,50-99,Local stores,Studying/working late
111209,128239,Once a week,For mental alertness,To combat fatigue,No,Neutral,Healthy,No,5,Unfamiliar with the brand,CodeX,Availability,Wider range of flavors,Guarana,No,Yes,TV commercials,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
111235,128265,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,No,5,Health concerns,CodeX,Other,Wider range of flavors,Sugar,Yes,No,Online ads,Compact and portable cans,No,100-150,Supermarkets,Social outings/parties
111249,128279,Rarely,To stay awake during work/study,Increased energy and focus,No,Positive,Effective,Yes,2,Not available locally,CodeX,Effectiveness,More natural ingredients,Vitamins,No,No,Online ads,Collectible packaging,Yes,100-150,Supermarkets,Studying/working late
111252,128282,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,Yes,3,Unfamiliar with the brand,CodeX,Other,Reduced sugar content,Caffeine,Yes,Yes,Outdoor billboards,Eco-friendly design,No,50-99,Gyms and fitness centers,Sports/exercise
111294,128324,Daily,Before exercise,Increased energy and focus,No,Neutral,Dangerous,Yes,4,Health concerns,CodeX,Brand reputation,Healthier alternatives,Caffeine,Yes,Yes,Print media,Compact and portable cans,Not Sure,100-150,Online retailers,Sports/exercise
111306,128336,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Effective,Yes,4,Not available locally,CodeX,Brand reputation,Wider range of flavors,Sugar,No,Not Sure,TV commercials,Eco-friendly design,Yes,100-150,Online retailers,Studying/working late
111314,128344,2-3 times a month,For mental alertness,To enhance sports performance,Yes,Neutral,Healthy,Yes,1,Not available locally,CodeX,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Collectible packaging,Yes,50-99,Gyms and fitness centers,Studying/working late
111316,128346,Rarely,To stay awake during work/study,Other,No,Neutral,Dangerous,Yes,1,Not interested in energy drinks,CodeX,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Other,No,100-150,Supermarkets,Sports/exercise
111318,128348,Daily,To stay awake during work/study,To boost performance,No,Neutral,Not sure,No,4,Health concerns,CodeX,Brand reputation,Other,Caffeine,Yes,No,Online ads,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
111330,128360,2-3 times a week,To stay awake during work/study,To boost performance,No,Neutral,Healthy,Yes,5,Health concerns,CodeX,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Yes,TV commercials,Collectible packaging,No,50-99,Online retailers,Sports/exercise
111333,128363,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,3,Not interested in energy drinks,CodeX,Brand reputation,Wider range of flavors,Caffeine,No,Yes,Online ads,Innovative bottle design,No,100-150,Online retailers,Sports/exercise
111336,128366,2-3 times a month,Before exercise,To boost performance,No,Neutral,Dangerous,Yes,4,Other,CodeX,Effectiveness,Healthier alternatives,Caffeine,No,No,Online ads,Eco-friendly design,Not Sure,50-99,Online retailers,Studying/working late
111344,128374,Once a week,To stay awake during work/study,To boost performance,Yes,Positive,Healthy,No,5,Not interested in energy drinks,CodeX,Brand reputation,Reduced sugar content,Sugar,Yes,Not Sure,Online ads,Compact and portable cans,Not Sure,100-150,Gyms and fitness centers,Sports/exercise
111348,128378,Daily,Throughout the day,To combat fatigue,Yes,Neutral,Effective,No,3,Health concerns,CodeX,Brand reputation,Reduced sugar content,Sugar,Yes,No,TV commercials,Compact and portable cans,No,Above 150,Gyms and fitness centers,Studying/working late
111350,128380,Once a week,For mental alertness,Other,Yes,Neutral,Dangerous,Yes,4,Not available locally,CodeX,Brand reputation,Healthier alternatives,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,No,100-150,Online retailers,Studying/working late
111368,128398,Daily,To stay awake during work/study,Other,No,Negative,Dangerous,No,1,Health concerns,CodeX,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,Yes,TV commercials,Collectible packaging,Yes,50-99,Online retailers,Studying/working late
