Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
110331,127361,Daily,Throughout the day,To combat fatigue,No,Negative,Not sure,No,4,Not interested in energy drinks,Bepsi,Effectiveness,Wider range of flavors,Vitamins,Yes,Yes,TV commercials,Innovative bottle design,No,50-99,Online retailers,Social outings/parties
110332,127362,2-3 times a week,Throughout the day,To enhance sports performance,Yes,Negative,Effective,No,5,Not available locally,Cola-Coka,Brand reputation,Wider range of flavors,Caffeine,Yes,Not Sure,Online ads,Innovative bottle design,No,50-99,Local stores,Other
110333,127363,2-3 times a month,For mental alertness,To enhance sports performance,No,Neutral,Dangerous,No,4,Not available locally,Bepsi,Brand reputation,Reduced sugar content,Caffeine,No,No,Online ads,Compact and portable cans,Not Sure,Below 50,Supermarkets,Driving/commuting
110336,127366,2-3 times a week,Before exercise,Increased energy and focus,No,Negative,Healthy,No,1,Unfamiliar with the brand,Bepsi,Brand reputation,More natural ingredients,Caffeine,No,No,TV commercials,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
110337,127367,2-3 times a week,Before exercise,To enhance sports performance,Yes,Negative,Healthy,Yes,2,Health concerns,Bepsi,Availability,Reduced sugar content,Vitamins,Yes,No,Online ads,Innovative bottle design,Yes,50-99,Online retailers,Studying/working late
110339,127369,2-3 times a week,Before exercise,To enhance sports performance,Yes,Neutral,Dangerous,Yes,1,Other,Cola-Coka,Other,Healthier alternatives,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,Not Sure,50-99,Supermarkets,Studying/working late
110342,127372,2-3 times a month,Before exercise,To boost performance,No,Neutral,Not sure,No,5,Unfamiliar with the brand,Bepsi,Taste/flavor preference,Wider range of flavors,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,No,50-99,Supermarkets,Other
110343,127373,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Not sure,No,3,Not available locally,Bepsi,Effectiveness,Wider range of flavors,Guarana,Yes,No,Online ads,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
110351,127381,Rarely,Throughout the day,Other,No,Negative,Dangerous,No,3,Not available locally,Cola-Coka,Effectiveness,Wider range of flavors,Sugar,Yes,Yes,Outdoor billboards,Eco-friendly design,No,Above 150,Supermarkets,Studying/working late
110353,127383,Once a week,Before exercise,Increased energy and focus,No,Neutral,Healthy,Yes,3,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,Yes,Outdoor billboards,Innovative bottle design,Yes,50-99,Gyms and fitness centers,Sports/exercise
110355,127385,Rarely,Before exercise,Increased energy and focus,Yes,Positive,Not sure,No,3,Health concerns,Cola-Coka,Effectiveness,Reduced sugar content,Vitamins,No,Yes,TV commercials,Eco-friendly design,Not Sure,100-150,Gyms and fitness centers,Sports/exercise
110356,127386,Rarely,Before exercise,Other,No,Neutral,Effective,Yes,3,Other,Bepsi,Brand reputation,More natural ingredients,Caffeine,Yes,No,TV commercials,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
110358,127388,2-3 times a month,Before exercise,Increased energy and focus,Yes,Neutral,Dangerous,No,3,Unfamiliar with the brand,Cola-Coka,Other,Wider range of flavors,Sugar,Yes,Yes,TV commercials,Innovative bottle design,Not Sure,Above 150,Online retailers,Sports/exercise
110359,127389,Rarely,To stay awake during work/study,To combat fatigue,Yes,Neutral,Not sure,Yes,2,Other,Bepsi,Taste/flavor preference,More natural ingredients,Caffeine,Yes,No,Online ads,Compact and portable cans,No,Below 50,Supermarkets,Studying/working late
110360,127390,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Effective,Yes,1,Not available locally,Cola-Coka,Availability,Healthier alternatives,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
110361,127391,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,No,3,Other,Bepsi,Availability,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Yes,Above 150,Supermarkets,Studying/working late
110364,127394,Once a week,To stay awake during work/study,Other,Yes,Positive,Effective,No,5,Not interested in energy drinks,Bepsi,Taste/flavor preference,More natural ingredients,Guarana,Yes,No,Online ads,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Studying/working late
110366,127396,Rarely,Throughout the day,Increased energy and focus,Yes,Neutral,Healthy,No,3,Other,Bepsi,Taste/flavor preference,Other,Caffeine,No,Yes,Outdoor billboards,Innovative bottle design,No,Above 150,Supermarkets,Sports/exercise
110370,127400,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,No,5,Not interested in energy drinks,Bepsi,Effectiveness,More natural ingredients,Guarana,No,No,Other,Other,Yes,Above 150,Gyms and fitness centers,Social outings/parties
110373,127403,Rarely,Before exercise,To boost performance,Yes,Neutral,Effective,No,3,Not available locally,Cola-Coka,Brand reputation,Other,Vitamins,Yes,No,TV commercials,Collectible packaging,No,50-99,Supermarkets,Studying/working late
110374,127404,2-3 times a week,For mental alertness,To boost performance,No,Positive,Dangerous,No,2,Unfamiliar with the brand,Bepsi,Brand reputation,Healthier alternatives,Guarana,Yes,Not Sure,TV commercials,Other,No,50-99,Online retailers,Sports/exercise
110377,127407,2-3 times a week,To stay awake during work/study,Other,Yes,Positive,Not sure,Yes,4,Not available locally,Bepsi,Brand reputation,Other,Caffeine,Yes,Yes,Other,Innovative bottle design,No,100-150,Online retailers,Studying/working late
110380,127410,2-3 times a week,For mental alertness,To enhance sports performance,Yes,Neutral,Dangerous,Yes,4,Unfamiliar with the brand,Bepsi,Availability,Reduced sugar content,Sugar,Yes,Yes,Other,Innovative bottle design,Not Sure,100-150,Supermarkets,Social outings/parties
110381,127411,Daily,To stay awake during work/study,Other,Yes,Neutral,Healthy,Yes,4,Health concerns,Bepsi,Other,More natural ingredients,Guarana,No,Yes,Print media,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
110385,127415,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Healthy,No,5,Not interested in energy drinks,Bepsi,Availability,Wider range of flavors,Sugar,Yes,Yes,Outdoor billboards,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
110390,127420,2-3 times a week,Before exercise,To boost performance,No,Neutral,Not sure,No,5,Health concerns,Bepsi,Brand reputation,More natural ingredients,Sugar,No,Yes,Online ads,Collectible packaging,No,50-99,Supermarkets,Studying/working late
110391,127421,2-3 times a month,To stay awake during work/study,To boost performance,Yes,Positive,Not sure,No,3,Not available locally,Cola-Coka,Other,Healthier alternatives,Guarana,No,Yes,Online ads,Innovative bottle design,No,50-99,Local stores,Sports/exercise
110393,127423,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Negative,Not sure,No,3,Not available locally,Cola-Coka,Availability,Reduced sugar content,Vitamins,Yes,Not Sure,Print media,Collectible packaging,Yes,50-99,Other,Sports/exercise
110397,127427,2-3 times a month,Before exercise,To boost performance,Yes,Neutral,Dangerous,No,4,Not interested in energy drinks,Cola-Coka,Availability,More natural ingredients,Guarana,No,No,Outdoor billboards,Compact and portable cans,Yes,100-150,Local stores,Sports/exercise
110399,127429,2-3 times a week,Before exercise,To enhance sports performance,No,Negative,Healthy,No,5,Other,Cola-Coka,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,No,Online ads,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
110403,127433,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,5,Unfamiliar with the brand,Cola-Coka,Availability,Other,Caffeine,Yes,Yes,Print media,Innovative bottle design,No,50-99,Supermarkets,Social outings/parties
110406,127436,Once a week,Before exercise,To combat fatigue,No,Negative,Dangerous,Yes,5,Unfamiliar with the brand,Bepsi,Other,More natural ingredients,Sugar,Yes,Not Sure,Other,Innovative bottle design,No,100-150,Supermarkets,Sports/exercise
110407,127437,Rarely,Before exercise,To combat fatigue,No,Negative,Healthy,No,3,Unfamiliar with the brand,Cola-Coka,Brand reputation,Wider range of flavors,Sugar,Yes,Yes,Online ads,Innovative bottle design,Not Sure,Above 150,Supermarkets,Studying/working late
110408,127438,Once a week,Before exercise,To combat fatigue,Yes,Neutral,Effective,Yes,4,Health concerns,Cola-Coka,Availability,More natural ingredients,Vitamins,Yes,Yes,TV commercials,Eco-friendly design,No,Above 150,Online retailers,Sports/exercise
110409,127439,2-3 times a week,For mental alertness,To enhance sports performance,Yes,Neutral,Healthy,Yes,3,Not available locally,Cola-Coka,Effectiveness,Reduced sugar content,Guarana,Yes,Yes,Outdoor billboards,Innovative bottle design,Not Sure,50-99,Supermarkets,Sports/exercise
110412,127442,2-3 times a week,To stay awake during work/study,Other,No,Neutral,Healthy,Yes,4,Not available locally,Cola-Coka,Effectiveness,Reduced sugar content,Guarana,Yes,Not Sure,Online ads,Innovative bottle design,Yes,Above 150,Local stores,Studying/working late
110414,127444,Daily,Throughout the day,To boost performance,Yes,Neutral,Not sure,Yes,3,Not available locally,Bepsi,Other,More natural ingredients,Caffeine,No,Yes,Online ads,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Studying/working late
110415,127445,Once a week,Before exercise,To enhance sports performance,No,Neutral,Dangerous,Yes,5,Health concerns,Cola-Coka,Availability,Healthier alternatives,Caffeine,Yes,Not Sure,TV commercials,Innovative bottle design,No,100-150,Local stores,Social outings/parties
110418,127448,2-3 times a month,For mental alertness,Increased energy and focus,Yes,Neutral,Not sure,No,5,Unfamiliar with the brand,Bepsi,Availability,Wider range of flavors,Guarana,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Supermarkets,Other
110420,127450,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Healthy,Yes,4,Not interested in energy drinks,Bepsi,Brand reputation,Other,Caffeine,Yes,No,Outdoor billboards,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
110427,127457,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,5,Other,Cola-Coka,Availability,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,No,Below 50,Supermarkets,Studying/working late
110428,127458,Once a week,Before exercise,Increased energy and focus,No,Positive,Not sure,No,2,Not available locally,Cola-Coka,Availability,Wider range of flavors,Vitamins,Yes,Not Sure,TV commercials,Other,No,Below 50,Online retailers,Studying/working late
110429,127459,2-3 times a week,For mental alertness,To enhance sports performance,Yes,Neutral,Not sure,No,4,Unfamiliar with the brand,Cola-Coka,Brand reputation,Healthier alternatives,Caffeine,No,Yes,Outdoor billboards,Eco-friendly design,No,50-99,Supermarkets,Other
110433,127463,Once a week,To stay awake during work/study,To enhance sports performance,No,Negative,Dangerous,Yes,2,Unfamiliar with the brand,Bepsi,Effectiveness,More natural ingredients,Caffeine,No,No,Outdoor billboards,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
110435,127465,Rarely,For mental alertness,Increased energy and focus,No,Negative,Healthy,No,1,Not available locally,Cola-Coka,Brand reputation,More natural ingredients,Caffeine,Yes,No,Outdoor billboards,Compact and portable cans,Yes,50-99,Other,Sports/exercise
110436,127466,Daily,To stay awake during work/study,To combat fatigue,Yes,Positive,Healthy,Yes,2,Not interested in energy drinks,Bepsi,Availability,Wider range of flavors,Caffeine,No,Yes,Other,Innovative bottle design,No,50-99,Gyms and fitness centers,Sports/exercise
110437,127467,2-3 times a week,For mental alertness,To combat fatigue,Yes,Neutral,Not sure,No,4,Other,Cola-Coka,Taste/flavor preference,Other,Caffeine,Yes,Yes,TV commercials,Innovative bottle design,No,Below 50,Local stores,Sports/exercise
110439,127469,Rarely,Throughout the day,Increased energy and focus,Yes,Neutral,Dangerous,No,5,Not interested in energy drinks,Cola-Coka,Effectiveness,Reduced sugar content,Sugar,Yes,Not Sure,Outdoor billboards,Innovative bottle design,No,Below 50,Gyms and fitness centers,Studying/working late
110441,127471,2-3 times a week,Before exercise,To boost performance,Yes,Positive,Healthy,Yes,5,Health concerns,Bepsi,Taste/flavor preference,Healthier alternatives,Guarana,Yes,Not Sure,TV commercials,Innovative bottle design,No,100-150,Supermarkets,Studying/working late
110443,127473,2-3 times a month,For mental alertness,Increased energy and focus,Yes,Neutral,Not sure,No,5,Health concerns,Bepsi,Brand reputation,Reduced sugar content,Caffeine,No,Yes,Online ads,Compact and portable cans,No,100-150,Local stores,Studying/working late
110445,127475,Once a week,Before exercise,To combat fatigue,Yes,Positive,Effective,Yes,5,Health concerns,Cola-Coka,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,No,100-150,Supermarkets,Studying/working late
110446,127476,2-3 times a week,Throughout the day,To combat fatigue,No,Positive,Not sure,No,3,Other,Cola-Coka,Effectiveness,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Other,Sports/exercise
110447,127477,Once a week,Before exercise,To boost performance,Yes,Positive,Effective,No,5,Other,Bepsi,Brand reputation,Reduced sugar content,Caffeine,Yes,No,TV commercials,Collectible packaging,Yes,50-99,Online retailers,Sports/exercise
110450,127480,Once a week,Before exercise,Increased energy and focus,Yes,Neutral,Healthy,No,4,Not interested in energy drinks,Bepsi,Availability,More natural ingredients,Vitamins,Yes,No,Online ads,Innovative bottle design,Not Sure,50-99,Online retailers,Sports/exercise
110453,127483,Rarely,To stay awake during work/study,Increased energy and focus,No,Positive,Dangerous,Yes,5,Not available locally,Cola-Coka,Availability,Reduced sugar content,Caffeine,Yes,No,Other,Compact and portable cans,No,100-150,Online retailers,Sports/exercise
110454,127484,2-3 times a month,Before exercise,To combat fatigue,Yes,Neutral,Effective,No,3,Not interested in energy drinks,Bepsi,Taste/flavor preference,Healthier alternatives,Sugar,No,Not Sure,Online ads,Eco-friendly design,No,100-150,Supermarkets,Other
110456,127486,Daily,For mental alertness,To combat fatigue,No,Neutral,Not sure,Yes,3,Health concerns,Bepsi,Other,Reduced sugar content,Vitamins,No,No,Outdoor billboards,Eco-friendly design,Not Sure,100-150,Online retailers,Other
110457,127487,Rarely,For mental alertness,To boost performance,No,Positive,Effective,No,2,Not interested in energy drinks,Cola-Coka,Brand reputation,Reduced sugar content,Caffeine,No,No,TV commercials,Innovative bottle design,Yes,50-99,Online retailers,Studying/working late
110460,127490,Rarely,Before exercise,Increased energy and focus,No,Positive,Healthy,No,2,Health concerns,Cola-Coka,Other,Wider range of flavors,Caffeine,Yes,Yes,Outdoor billboards,Collectible packaging,Yes,100-150,Supermarkets,Social outings/parties
110465,127495,Rarely,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,No,4,Not interested in energy drinks,Bepsi,Brand reputation,Reduced sugar content,Vitamins,Yes,No,Print media,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
110466,127496,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Healthy,No,4,Not available locally,Cola-Coka,Taste/flavor preference,Reduced sugar content,Guarana,Yes,Not Sure,Outdoor billboards,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
110467,127497,Daily,For mental alertness,Increased energy and focus,Yes,Negative,Healthy,Yes,4,Health concerns,Bepsi,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Yes,Outdoor billboards,Innovative bottle design,Not Sure,Below 50,Supermarkets,Sports/exercise
110468,127498,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,No,2,Not interested in energy drinks,Cola-Coka,Other,Healthier alternatives,Vitamins,Yes,No,Online ads,Compact and portable cans,No,Above 150,Online retailers,Sports/exercise
110472,127502,Rarely,For mental alertness,To enhance sports performance,Yes,Neutral,Effective,No,4,Health concerns,Cola-Coka,Availability,More natural ingredients,Caffeine,Yes,No,Other,Innovative bottle design,Yes,50-99,Gyms and fitness centers,Studying/working late
110476,127506,2-3 times a week,Before exercise,Other,No,Negative,Effective,Yes,4,Not available locally,Bepsi,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Eco-friendly design,Yes,50-99,Supermarkets,Studying/working late
110477,127507,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Dangerous,Yes,2,Health concerns,Bepsi,Availability,Reduced sugar content,Caffeine,Yes,No,Other,Compact and portable cans,No,100-150,Online retailers,Sports/exercise
110479,127509,Once a week,Before exercise,Increased energy and focus,No,Negative,Healthy,Yes,1,Health concerns,Bepsi,Availability,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Innovative bottle design,Yes,50-99,Online retailers,Other
110481,127511,Once a week,Before exercise,Increased energy and focus,No,Neutral,Effective,No,2,Health concerns,Bepsi,Other,More natural ingredients,Caffeine,Yes,Yes,Print media,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
110483,127513,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Positive,Effective,No,1,Other,Bepsi,Brand reputation,Other,Caffeine,Yes,Yes,TV commercials,Innovative bottle design,Not Sure,Above 150,Online retailers,Driving/commuting
110487,127517,Rarely,Throughout the day,To combat fatigue,Yes,Neutral,Healthy,No,5,Unfamiliar with the brand,Bepsi,Effectiveness,Reduced sugar content,Vitamins,Yes,No,TV commercials,Eco-friendly design,No,50-99,Online retailers,Sports/exercise
110489,127519,2-3 times a month,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,Yes,2,Unfamiliar with the brand,Cola-Coka,Other,More natural ingredients,Sugar,No,Yes,Outdoor billboards,Compact and portable cans,Not Sure,50-99,Gyms and fitness centers,Sports/exercise
110490,127520,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Negative,Effective,No,5,Not available locally,Bepsi,Taste/flavor preference,Other,Sugar,Yes,No,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
110491,127521,2-3 times a week,For mental alertness,To enhance sports performance,No,Neutral,Dangerous,No,2,Not available locally,Cola-Coka,Effectiveness,Reduced sugar content,Vitamins,No,No,TV commercials,Collectible packaging,Not Sure,50-99,Supermarkets,Studying/working late
110493,127523,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Positive,Healthy,No,2,Not interested in energy drinks,Bepsi,Brand reputation,Reduced sugar content,Sugar,Yes,No,Online ads,Compact and portable cans,Yes,Above 150,Gyms and fitness centers,Studying/working late
110494,127524,2-3 times a month,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Dangerous,No,5,Not available locally,Bepsi,Availability,Wider range of flavors,Sugar,Yes,No,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
110500,127530,2-3 times a week,For mental alertness,Other,No,Neutral,Dangerous,Yes,4,Not available locally,Bepsi,Other,Wider range of flavors,Guarana,Yes,Yes,Outdoor billboards,Innovative bottle design,No,100-150,Gyms and fitness centers,Sports/exercise
110503,127533,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Negative,Healthy,No,4,Health concerns,Bepsi,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Gyms and fitness centers,Studying/working late
110504,127534,Once a week,For mental alertness,To combat fatigue,Yes,Neutral,Effective,Yes,4,Health concerns,Cola-Coka,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,No,100-150,Online retailers,Sports/exercise
110506,127536,2-3 times a month,Before exercise,Increased energy and focus,No,Neutral,Dangerous,No,2,Other,Cola-Coka,Taste/flavor preference,Reduced sugar content,Guarana,No,Yes,Print media,Innovative bottle design,Yes,Above 150,Online retailers,Studying/working late
110507,127537,Rarely,To stay awake during work/study,To combat fatigue,Yes,Neutral,Healthy,Yes,3,Not interested in energy drinks,Cola-Coka,Brand reputation,Wider range of flavors,Sugar,Yes,Yes,Other,Innovative bottle design,No,100-150,Online retailers,Studying/working late
110508,127538,Daily,Before exercise,To combat fatigue,No,Positive,Dangerous,No,5,Health concerns,Bepsi,Taste/flavor preference,Wider range of flavors,Guarana,No,No,TV commercials,Collectible packaging,No,Below 50,Online retailers,Sports/exercise
110509,127539,2-3 times a month,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,No,5,Not available locally,Bepsi,Effectiveness,Reduced sugar content,Caffeine,No,Yes,TV commercials,Collectible packaging,Yes,100-150,Supermarkets,Sports/exercise
110516,127546,Rarely,For mental alertness,To combat fatigue,Yes,Neutral,Effective,Yes,1,Not available locally,Cola-Coka,Brand reputation,Wider range of flavors,Caffeine,Yes,No,Outdoor billboards,Eco-friendly design,Not Sure,50-99,Supermarkets,Driving/commuting
110517,127547,Rarely,Before exercise,To combat fatigue,No,Negative,Effective,No,3,Health concerns,Cola-Coka,Availability,Wider range of flavors,Vitamins,Yes,Not Sure,Online ads,Collectible packaging,Yes,50-99,Supermarkets,Other
110523,127553,2-3 times a month,For mental alertness,To combat fatigue,No,Neutral,Not sure,Yes,1,Unfamiliar with the brand,Bepsi,Taste/flavor preference,Other,Caffeine,No,Yes,Outdoor billboards,Eco-friendly design,No,50-99,Supermarkets,Studying/working late
110524,127554,Once a week,To stay awake during work/study,To boost performance,Yes,Neutral,Not sure,Yes,5,Not interested in energy drinks,Cola-Coka,Availability,More natural ingredients,Vitamins,No,Yes,Online ads,Compact and portable cans,Not Sure,100-150,Supermarkets,Sports/exercise
110525,127555,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Dangerous,Yes,4,Not interested in energy drinks,Cola-Coka,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,Print media,Innovative bottle design,Yes,100-150,Supermarkets,Studying/working late
110528,127558,Rarely,To stay awake during work/study,To enhance sports performance,Yes,Negative,Effective,No,5,Not available locally,Bepsi,Brand reputation,Healthier alternatives,Guarana,No,No,Online ads,Compact and portable cans,Not Sure,100-150,Online retailers,Sports/exercise
110529,127559,Once a week,Throughout the day,Increased energy and focus,Yes,Neutral,Not sure,Yes,4,Not interested in energy drinks,Cola-Coka,Brand reputation,Wider range of flavors,Sugar,No,Yes,Online ads,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Social outings/parties
110531,127561,2-3 times a week,Before exercise,To boost performance,Yes,Positive,Dangerous,No,3,Unfamiliar with the brand,Cola-Coka,Brand reputation,Reduced sugar content,Vitamins,Yes,Not Sure,Online ads,Innovative bottle design,No,50-99,Supermarkets,Social outings/parties
110532,127562,2-3 times a month,To stay awake during work/study,To enhance sports performance,No,Neutral,Healthy,Yes,3,Not available locally,Cola-Coka,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,Yes,Online ads,Collectible packaging,No,50-99,Supermarkets,Sports/exercise
110534,127564,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Effective,Yes,4,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,Healthier alternatives,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
110535,127565,2-3 times a week,Before exercise,To boost performance,No,Neutral,Not sure,Yes,3,Health concerns,Bepsi,Brand reputation,More natural ingredients,Caffeine,No,Yes,Online ads,Other,Yes,50-99,Gyms and fitness centers,Sports/exercise
110536,127566,Rarely,Throughout the day,Increased energy and focus,Yes,Negative,Dangerous,No,5,Not available locally,Cola-Coka,Effectiveness,Other,Vitamins,No,No,TV commercials,Collectible packaging,No,50-99,Online retailers,Social outings/parties
110537,127567,2-3 times a month,Before exercise,Increased energy and focus,Yes,Positive,Healthy,No,2,Unfamiliar with the brand,Bepsi,Effectiveness,Other,Caffeine,No,Yes,Online ads,Collectible packaging,Yes,100-150,Online retailers,Sports/exercise
110542,127572,Rarely,Before exercise,Increased energy and focus,No,Positive,Not sure,No,3,Unfamiliar with the brand,Cola-Coka,Availability,Wider range of flavors,Caffeine,No,Not Sure,Online ads,Eco-friendly design,No,50-99,Supermarkets,Studying/working late
110545,127575,Daily,Throughout the day,Increased energy and focus,Yes,Positive,Not sure,No,3,Not available locally,Bepsi,Effectiveness,Other,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,No,50-99,Supermarkets,Other
110550,127580,Rarely,For mental alertness,Increased energy and focus,Yes,Negative,Not sure,Yes,5,Not interested in energy drinks,Cola-Coka,Brand reputation,Reduced sugar content,Vitamins,No,Yes,TV commercials,Innovative bottle design,Yes,100-150,Supermarkets,Sports/exercise
110551,127581,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Effective,No,3,Not interested in energy drinks,Cola-Coka,Availability,Healthier alternatives,Vitamins,No,Not Sure,Online ads,Collectible packaging,No,Below 50,Supermarkets,Social outings/parties
110552,127582,Once a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Healthy,Yes,3,Other,Bepsi,Brand reputation,Other,Guarana,No,No,Other,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Studying/working late
110554,127584,Once a week,To stay awake during work/study,To combat fatigue,No,Neutral,Dangerous,No,4,Not interested in energy drinks,Cola-Coka,Brand reputation,Healthier alternatives,Vitamins,No,Not Sure,Print media,Innovative bottle design,No,Below 50,Supermarkets,Sports/exercise
110557,127587,Rarely,To stay awake during work/study,To boost performance,Yes,Negative,Dangerous,Yes,2,Not available locally,Cola-Coka,Other,Other,Caffeine,Yes,Yes,Print media,Other,No,Above 150,Gyms and fitness centers,Social outings/parties
110558,127588,2-3 times a month,Before exercise,To combat fatigue,No,Positive,Effective,Yes,1,Other,Bepsi,Brand reputation,More natural ingredients,Sugar,Yes,Yes,Print media,Other,Yes,50-99,Online retailers,Other
110559,127589,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,Yes,1,Not available locally,Cola-Coka,Effectiveness,Other,Caffeine,Yes,Not Sure,Other,Innovative bottle design,No,50-99,Supermarkets,Studying/working late
110560,127590,2-3 times a week,Before exercise,Increased energy and focus,Yes,Negative,Not sure,Yes,4,Not interested in energy drinks,Bepsi,Effectiveness,Wider range of flavors,Sugar,No,No,Online ads,Innovative bottle design,No,50-99,Supermarkets,Social outings/parties
110561,127591,Rarely,To stay awake during work/study,Other,No,Neutral,Effective,Yes,4,Not available locally,Bepsi,Other,More natural ingredients,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
110563,127593,Rarely,Before exercise,Increased energy and focus,No,Positive,Healthy,Yes,5,Not interested in energy drinks,Cola-Coka,Effectiveness,Healthier alternatives,Vitamins,Yes,Not Sure,Online ads,Other,No,Below 50,Online retailers,Sports/exercise
110564,127594,2-3 times a month,Before exercise,To enhance sports performance,No,Positive,Not sure,No,4,Health concerns,Cola-Coka,Availability,More natural ingredients,Sugar,No,Yes,Online ads,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
110565,127595,Once a week,To stay awake during work/study,Other,No,Neutral,Effective,Yes,2,Not available locally,Bepsi,Other,More natural ingredients,Sugar,No,Yes,Other,Compact and portable cans,Not Sure,Above 150,Gyms and fitness centers,Sports/exercise
110567,127597,Rarely,To stay awake during work/study,To enhance sports performance,Yes,Positive,Healthy,Yes,3,Unfamiliar with the brand,Bepsi,Availability,More natural ingredients,Sugar,No,Yes,Outdoor billboards,Collectible packaging,No,50-99,Supermarkets,Sports/exercise
110568,127598,Once a week,Before exercise,To combat fatigue,No,Neutral,Healthy,No,3,Unfamiliar with the brand,Bepsi,Availability,Reduced sugar content,Caffeine,Yes,No,Online ads,Eco-friendly design,No,50-99,Local stores,Studying/working late
110570,127600,2-3 times a week,To stay awake during work/study,To boost performance,Yes,Neutral,Effective,No,5,Not interested in energy drinks,Cola-Coka,Brand reputation,Other,Vitamins,No,Yes,TV commercials,Innovative bottle design,No,100-150,Online retailers,Other
